DATE;TIME;Sensor1;Sensor2;Sensor3;Sensor4
2024-07-13;18:04:01;20,652;20,863;20,314;20,383
2024-07-13;18:09:00;20,178;20,545;20,098;20,404
2024-07-13;18:14:01;20,017;20,482;19,944;20,16
2024-07-13;18:19:00;20,479;20,744;20,189;20,286
2024-07-13;18:24:00;20,352;20,712;20,137;20,364
2024-07-13;18:29:00;19,627;20,207;19,591;20,147
2024-07-13;18:34:00;20,291;20,584;19,995;20,196
2024-07-13;18:39:00;20,55;20,755;20,22;20,351
2024-07-13;18:44:00;20,653;20,853;20,355;20,445
2024-07-13;18:49:00;19,882;20,326;19,974;20,272
2024-07-13;18:54:00;20,23;20,648;20,063;20,17
2024-07-13;18:59:00;20,572;20,9;20,275;20,317
2024-07-13;19:04:00;20,336;20,752;20,183;20,341
2024-07-13;19:09:00;19,911;20,287;19,893;20,135
2024-07-13;19:14:00;20,416;20,604;20,155;20,272
2024-07-13;19:19:00;20,567;20,866;20,261;20,37
2024-07-13;19:24:00;19,8;20,213;19,809;20,231
2024-07-13;19:29:00;20,258;20,5;20,018;20,194
2024-07-13;19:34:00;20,546;20,779;20,23;20,342
2024-07-13;19:39:00;20,556;20,823;20,287;20,37
2024-07-13;19:44:00;19,786;20,256;19,862;20,231
2024-07-13;19:49:00;20,314;20,582;20,059;20,203
2024-07-13;19:54:00;20,588;20,815;20,278;20,344
2024-07-13;19:59:00;20,714;20,922;20,372;20,457
2024-07-13;20:04:00;20,063;20,539;20,016;20,4
2024-07-13;20:09:00;20,121;20,539;20,018;20,25
2024-07-13;20:14:00;20,539;20,858;20,24;20,316
2024-07-13;20:19:00;20,721;20,926;20,391;20,45
2024-07-13;20:24:00;19,903;20,482;19,89;20,388
2024-07-13;20:29:00;20,049;20,482;19,876;20,18
2024-07-13;20:34:00;20,488;20,784;20,206;20,329
2024-07-13;20:39:00;20,669;20,823;20,366;20,452
2024-07-13;20:44:00;19,855;20,254;19,882;20,314
2024-07-13;20:49:00;20,191;20,542;19,993;20,206
2024-07-13;20:54:00;20,542;20,851;20,221;20,344
2024-07-13;20:59:00;20,702;20,896;20,379;20,433
2024-07-13;21:04:00;19,901;20,392;19,902;20,382
2024-07-13;21:09:00;20,041;20,46;19,945;20,182
2024-07-13;21:14:00;20,499;20,767;20,211;20,319
2024-07-13;21:19:00;20,629;20,869;20,34;20,435
2024-07-13;21:24:00;19,784;20,262;19,825;20,262
2024-07-13;21:29:00;20,269;20,567;20,031;20,237
2024-07-13;21:34:00;20,582;20,821;20,274;20,355
2024-07-13;21:39:00;20,044;20,366;19,981;20,313
2024-07-13;21:44:00;20,066;20,55;19,937;20,14
2024-07-13;21:49:00;20,481;20,819;20,183;20,288
2024-07-13;21:54:00;20,266;20,71;20,113;20,359
2024-07-13;21:59:00;19,905;20,3;19,968;20,25
2024-07-13;22:04:00;20,406;20,651;20,17;20,26
2024-07-13;22:09:00;20,568;20,779;20,295;20,37
2024-07-13;22:14:00;19,901;20,207;19,926;20,224
2024-07-13;22:19:00;20,258;20,559;20,046;20,151
2024-07-13;22:24:00;20,519;20,84;20,224;20,3
2024-07-13;22:29:00;20,644;21,037;20,317;20,37
2024-07-13;22:34:00;20,501;20,74;20,309;20,446
2024-07-13;22:39:00;20,008;20,329;20,103;20,263
2024-07-13;22:44:00;20,452;20,749;20,211;20,273
2024-07-13;22:49:00;20,485;20,756;20,266;20,37
2024-07-13;22:54:00;19,716;20,235;19,824;20,196
2024-07-13;22:59:00;20,257;20,67;20,057;20,186
2024-07-13;23:04:00;20,551;20,802;20,259;20,317
2024-07-13;23:09:00;20,69;20,91;20,372;20,399
2024-07-13;23:14:00;20,215;20,502;20,135;20,402
2024-07-13;23:19:00;20,038;20,487;19,999;20,139
2024-07-13;23:24:00;20,477;20,795;20,212;20,28
2024-07-13;23:29:00;20,142;20,558;20,034;20,335
2024-07-13;23:34:00;19,818;20,246;19,729;20,124
2024-07-13;23:39:00;20,359;20,697;20,054;20,205
2024-07-13;23:44:00;20,573;20,83;20,256;20,35
2024-07-13;23:49:00;20,565;20,809;20,321;20,423
2024-07-13;23:54:00;19,876;20,201;19,927;20,234
2024-07-13;23:59:00;20,348;20,647;20,128;20,243
2024-07-14;00:04:00;20,582;20,904;20,283;20,368
2024-07-14;00:09:00;20,451;20,746;20,242;20,454
2024-07-14;00:14:00;19,791;20,269;19,891;20,268
2024-07-14;00:19:00;20,385;20,645;20,149;20,269
2024-07-14;00:24:00;20,6;20,863;20,311;20,37
2024-07-14;00:29:00;19,88;20,271;19,955;20,243
2024-07-14;00:34:00;20,252;20,606;20,122;20,188
2024-07-14;00:39:00;20,578;20,901;20,308;20,322
2024-07-14;00:44:00;20,351;20,647;20,22;20,365
2024-07-14;00:49:00;20,093;20,284;20,192;20,25
2024-07-14;00:54:00;20,485;20,736;20,254;20,283
2024-07-14;00:59:00;20,069;20,515;20,014;20,3
2024-07-14;01:04:00;19,927;20,321;19,878;20,12
2024-07-14;01:09:00;20,434;20,75;20,163;20,252
2024-07-14;01:14:00;20,644;20,812;20,305;20,37
2024-07-14;01:19:00;20,482;20,816;20,254;20,447
2024-07-14;01:24:00;19,858;20,256;19,927;20,186
2024-07-14;01:29:00;20,382;20,858;20,128;20,211
2024-07-14;01:34:00;20,629;20,944;20,331;20,367
2024-07-14;01:39:00;20,179;20,465;20,207;20,37
2024-07-14;01:44:00;20,214;20,436;20,337;20,265
2024-07-14;01:49:00;20,567;20,775;20,371;20,37
2024-07-14;01:54:00;20,439;20,682;20,297;20,406
2024-07-14;01:59:00;19,869;20,274;20,015;20,22
2024-07-14;02:04:00;20,403;20,77;20,191;20,261
2024-07-14;02:09:00;20,645;20,779;20,361;20,37
2024-07-14;02:14:00;20,356;20,659;20,16;20,439
2024-07-14;02:19:00;19,992;20,3;19,948;20,25
2024-07-14;02:24:00;20,468;20,735;20,224;20,324
2024-07-14;02:29:00;20,702;21,024;20,369;20,401
2024-07-14;02:34:00;20,334;20,685;20,211;20,452
2024-07-14;02:39:00;19,98;20,382;19,978;20,214
2024-07-14;02:44:00;20,502;20,723;20,22;20,299
2024-07-14;02:49:00;20,69;20,963;20,37;20,415
2024-07-14;02:54:00;20,112;20,726;20,032;20,44
2024-07-14;02:59:00;19,912;20,419;19,828;20,187
2024-07-14;03:04:00;20,464;20,794;20,166;20,295
2024-07-14;03:09:00;20,47;20,76;20,213;20,37
2024-07-14;03:14:00;19,932;20,307;19,94;20,185
2024-07-14;03:19:00;20,395;20,705;20,163;20,224
2024-07-14;03:24:00;20,638;20,825;20,328;20,37
2024-07-14;03:29:00;20,259;20,474;20,188;20,38
2024-07-14;03:34:00;20,06;20,358;20,055;20,184
2024-07-14;03:39:00;20,5;20,809;20,232;20,307
2024-07-14;03:44:00;20,688;20,902;20,387;20,403
2024-07-14;03:49:00;20,359;20,776;20,221;20,461
2024-07-14;03:54:00;19,889;20,32;19,922;20,253
2024-07-14;03:59:00;20,459;20,692;20,214;20,303
2024-07-14;04:04:00;20,537;20,84;20,278;20,381
2024-07-14;04:09:00;19,685;20,231;19,686;20,223
2024-07-14;04:14:00;20,268;20,586;20,003;20,236
2024-07-14;04:19:00;20,566;20,857;20,26;20,37
2024-07-14;04:24:00;20,722;20,969;20,395;20,466
2024-07-14;04:29:00;20,092;20,474;20,049;20,395
2024-07-14;04:34:00;20,113;20,598;19,962;20,209
2024-07-14;04:39:00;20,546;20,936;20,236;20,323
2024-07-14;04:44:00;20,068;20,583;19,964;20,338
2024-07-14;04:49:00;19,983;20,482;19,866;20,132
2024-07-14;04:54:00;20,461;20,804;20,157;20,279
2024-07-14;04:59:00;20,65;20,953;20,335;20,414
2024-07-14;05:04:00;20,058;20,591;19,979;20,401
2024-07-14;05:09:00;19,911;20,396;19,789;20,175
2024-07-14;05:14:00;20,462;20,751;20,136;20,301
2024-07-14;05:19:00;20,649;20,987;20,31;20,388
2024-07-14;05:24:00;20,291;20,726;20,177;20,444
2024-07-14;05:29:00;19,934;20,339;19,856;20,168
2024-07-14;05:34:00;20,451;20,799;20,141;20,284
2024-07-14;05:39:00;20,414;20,766;20,181;20,37
2024-07-14;05:44:00;19,8;20,258;19,847;20,192
2024-07-14;05:49:00;20,36;20,891;20,083;20,229
2024-07-14;05:54:00;20,605;20,91;20,277;20,36
2024-07-14;05:59:00;20,18;20,569;20,05;20,346
2024-07-14;06:04:00;19,972;20,334;19,878;20,165
2024-07-14;06:09:00;20,439;20,678;20,169;20,282
2024-07-14;06:14:00;20,615;20,856;20,302;20,37
2024-07-14;06:19:00;19,83;20,248;19,901;20,26
2024-07-14;06:24:00;20,191;20,559;20,05;20,18
2024-07-14;06:29:00;20,529;20,826;20,232;20,343
2024-07-14;06:34:00;20,543;20,834;20,285;20,401
2024-07-14;06:39:00;19,809;20,254;19,84;20,211
2024-07-14;06:44:00;20,326;20,627;20,121;20,207
2024-07-14;06:49:00;20,595;20,839;20,292;20,338
2024-07-14;06:54:00;20,642;20,873;20,382;20,465
2024-07-14;06:59:00;19,703;20,211;19,804;20,258
2024-07-14;07:04:00;20,26;20,492;20,017;20,201
2024-07-14;07:09:00;20,595;20,813;20,293;20,356
2024-07-14;07:14:00;19,865;20,363;19,933;20,322
2024-07-14;07:19:00;20,022;20,554;19,957;20,162
2024-07-14;07:24:00;20,492;20,742;20,237;20,318
2024-07-14;07:29:00;20,649;20,918;20,364;20,406
2024-07-14;07:34:00;19,906;20,285;19,951;20,252
2024-07-14;07:39:00;20,199;20,588;20,024;20,147
2024-07-14;07:44:00;20,555;20,797;20,232;20,295
2024-07-14;07:49:00;20,279;20,595;20,172;20,346
2024-07-14;07:54:00;20,071;20,358;20,204;20,218
2024-07-14;07:59:00;20,495;20,817;20,287;20,276
2024-07-14;08:04:00;20,657;20,909;20,37;20,37
2024-07-14;08:09:00;20,095;20,551;20,054;20,334
2024-07-14;08:14:00;20,038;20,555;19,983;20,148
2024-07-14;08:19:00;20,5;20,85;20,19;20,273
2024-07-14;08:24:00;20,686;20,921;20,353;20,389
2024-07-14;08:29:00;20,037;20,441;19,995;20,366
2024-07-14;08:34:00;20,086;20,508;19,975;20,176
2024-07-14;08:39:00;20,498;20,925;20,198;20,31
2024-07-14;08:44:00;20,68;20,897;20,343;20,402
2024-07-14;08:49:00;20,308;20,561;20,222;20,428
2024-07-14;08:54:00;20,111;20,382;20,112;20,191
2024-07-14;08:59:00;20,549;20,717;20,295;20,301
2024-07-14;09:04:00;20,629;20,978;20,338;20,421
2024-07-14;09:09:00;19,753;20,289;19,804;20,254
2024-07-14;09:14:00;20,26;20,635;20,01;20,197
2024-07-14;09:19:00;20,577;20,872;20,266;20,337
2024-07-14;09:24:00;19,94;20,459;19,908;20,328
2024-07-14;09:29:00;20,067;20,416;19,942;20,19
2024-07-14;09:34:00;20,516;20,746;20,194;20,303
2024-07-14;09:39:00;20,453;20,76;20,216;20,37
2024-07-14;09:44:00;19,702;20,222;19,752;20,202
2024-07-14;09:49:00;20,341;20,699;20,125;20,224
2024-07-14;09:54:00;20,622;20,838;20,326;20,359
2024-07-14;09:59:00;19,929;20,335;19,913;20,298
2024-07-14;10:04:00;20,135;20,519;20,026;20,186
2024-07-14;10:09:00;20,562;20,861;20,289;20,339
2024-07-14;10:14:00;20,675;20,865;20,371;20,43
2024-07-14;10:19:00;20,041;20,294;20,083;20,251
2024-07-14;10:24:00;20,331;20,662;20,148;20,18
2024-07-14;10:29:00;20,61;20,864;20,304;20,337
2024-07-14;10:34:00;19,801;20,244;19,771;20,255
2024-07-14;10:39:00;20,172;20,553;19,923;20,166
2024-07-14;10:44:00;20,561;20,83;20,232;20,337
2024-07-14;10:49:00;20,196;20,472;20,155;20,345
2024-07-14;10:54:00;20,079;20,353;20,041;20,151
2024-07-14;10:59:00;20,542;20,713;20,234;20,288
2024-07-14;11:04:00;20,323;20,614;20,132;20,348
2024-07-14;11:09:00;19,842;20,27;19,75;20,13
2024-07-14;11:14:00;20,414;20,745;20,106;20,241
2024-07-14;11:19:00;20,269;20,628;20,111;20,356
2024-07-14;11:24:00;19,802;20,214;19,804;20,135
2024-07-14;11:29:00;20,404;20,63;20,13;20,223
2024-07-14;11:34:00;20,316;20,662;20,109;20,358
2024-07-14;11:39:00;19,819;20,193;19,825;20,149
2024-07-14;11:44:00;20,372;20,64;20,104;20,199
2024-07-14;11:49:00;20,632;20,872;20,302;20,358
2024-07-14;11:54:00;19,748;20,248;19,78;20,241
2024-07-14;11:59:00;20,122;20,533;19,904;20,162
2024-07-14;12:04:00;20,543;20,818;20,26;20,315
2024-07-14;12:09:00;19,772;20,376;19,771;20,244
2024-07-14;12:14:00;20,096;20,564;19,877;20,15
2024-07-14;12:19:00;20,458;20,813;20,155;20,31
2024-07-14;12:24:00;19,777;20,224;19,823;20,214
2024-07-14;12:29:00;20,219;20,596;20,027;20,185
2024-07-14;12:34:00;20,53;20,941;20,231;20,342
2024-07-14;12:39:00;19,82;20,257;19,874;20,217
2024-07-14;12:44:00;20,22;20,676;20,043;20,166
2024-07-14;12:49:00;20,578;20,82;20,252;20,339
2024-07-14;12:54:00;20,195;20,583;20,069;20,341
2024-07-14;12:59:00;19,986;20,393;19,94;20,134
2024-07-14;13:04:00;20,497;20,78;20,188;20,279
2024-07-14;13:09:00;20,28;20,658;20,093;20,357
2024-07-14;13:14:00;19,907;20,374;19,839;20,14
2024-07-14;13:19:00;20,457;20,833;20,126;20,265
2024-07-14;13:24:00;20,163;20,586;20,013;20,334
2024-07-14;13:29:00;19,987;20,335;19,879;20,134
2024-07-14;13:34:00;20,494;20,706;20,185;20,291
2024-07-14;13:39:00;20,459;20,795;20,249;20,376
2024-07-14;13:44:00;19,786;20,258;19,785;20,189
2024-07-14;13:49:00;20,371;20,711;20,106;20,268
2024-07-14;13:54:00;20,115;20,585;20,003;20,322
2024-07-14;13:59:00;20,039;20,328;19,997;20,125
2024-07-14;14:04:00;20,51;20,699;20,213;20,272
2024-07-14;14:09:00;20,305;20,677;20,172;20,347
2024-07-14;14:14:00;19,923;20,316;19,888;20,14
2024-07-14;14:19:00;20,443;20,715;20,15;20,225
2024-07-14;14:24:00;20,674;21,044;20,363;20,377
2024-07-14;14:29:00;20,018;20,424;20,05;20,345
2024-07-14;14:34:00;20,18;20,524;20,048;20,189
2024-07-14;14:39:00;20,498;20,744;20,225;20,326
2024-07-14;14:44:00;19,769;20,195;19,792;20,191
2024-07-14;14:49:00;20,318;20,644;20,048;20,184
2024-07-14;14:54:00;20,587;20,932;20,285;20,345
2024-07-14;14:59:00;19,923;20,378;19,917;20,333
2024-07-14;15:04:00;20,139;20,494;19,986;20,164
2024-07-14;15:09:00;20,557;20,811;20,217;20,306
2024-07-14;15:14:00;19,792;20,305;19,767;20,238
2024-07-14;15:19:00;20,158;20,663;19,935;20,144
2024-07-14;15:24:00;20,54;20,857;20,198;20,309
2024-07-14;15:29:00;20,011;20,502;19,895;20,304
2024-07-14;15:34:00;19,901;20,333;19,748;20,12
2024-07-14;15:39:00;20,43;20,729;20,111;20,259
2024-07-14;15:44:00;20,68;20,916;20,326;20,395
2024-07-14;15:49:00;20,09;20,571;20,004;20,377
2024-07-14;15:54:00;20,001;20,418;19,858;20,153
2024-07-14;15:59:00;20,492;20,759;20,198;20,324
2024-07-14;16:04:00;20,143;20,529;20,056;20,346
2024-07-14;16:09:00;19,923;20,377;19,812;20,155
2024-07-14;16:14:00;20,467;20,964;20,147;20,298
2024-07-14;16:19:00;20,291;20,656;20,089;20,351
2024-07-14;16:24:00;19,926;20,287;19,865;20,164
2024-07-14;16:29:00;20,447;20,723;20,198;20,298
2024-07-14;16:34:00;20,195;20,586;20,08;20,349
2024-07-14;16:39:00;19,902;20,449;19,851;20,144
2024-07-14;16:44:00;20,45;20,847;20,141;20,278
2024-07-14;16:49:00;20,325;20,688;20,131;20,362
2024-07-14;16:54:00;19,858;20,229;19,834;20,157
2024-07-14;16:59:00;20,417;20,599;20,139;20,249
2024-07-14;17:04:00;20,616;20,828;20,318;20,37
2024-07-14;17:09:00;19,824;20,236;19,867;20,234
2024-07-14;17:14:00;20,256;20,603;20,049;20,175
2024-07-14;17:19:00;20,598;20,852;20,307;20,338
2024-07-14;17:24:00;20,406;20,784;20,204;20,445
2024-07-14;17:29:00;19,872;20,286;19,871;20,162
2024-07-14;17:34:00;20,43;20,754;20,154;20,238
2024-07-14;17:39:00;20,57;20,884;20,284;20,385
2024-07-14;17:44:00;19,681;20,201;19,709;20,191
2024-07-14;17:49:00;20,251;20,665;19,995;20,175
2024-07-14;17:54:00;20,52;20,892;20,247;20,341
2024-07-14;17:59:00;19,795;20,235;19,807;20,232
2024-07-14;18:04:00;20,251;20,618;20,005;20,173
2024-07-14;18:09:00;20,598;20,857;20,267;20,332
2024-07-14;18:14:00;20,417;20,766;20,199;20,408
2024-07-14;18:19:00;19,845;20,358;19,822;20,165
2024-07-14;18:24:01;20,425;20,661;20,143;20,249
2024-07-14;18:29:00;20,411;20,662;20,177;20,37
2024-07-14;18:34:00;19,755;20,292;19,694;20,166
2024-07-14;18:39:00;20,346;20,728;20,071;20,223
2024-07-14;18:44:00;20,65;20,851;20,343;20,377
2024-07-14;18:49:00;20,175;20,61;20,082;20,415
2024-07-14;18:54:00;19,987;20,38;19,933;20,169
2024-07-14;18:59:00;20,526;20,747;20,206;20,302
2024-07-14;19:04:00;20,05;20,478;19,955;20,337
2024-07-14;19:09:00;19,978;20,369;19,864;20,152
2024-07-14;19:14:00;20,51;20,736;20,16;20,295
2024-07-14;19:19:00;20,49;20,785;20,229;20,37
2024-07-14;19:24:00;19,837;20,289;19,892;20,177
2024-07-14;19:29:00;20,39;20,743;20,132;20,242
2024-07-14;19:34:00;20,323;20,691;20,138;20,357
2024-07-14;19:39:00;19,836;20,301;19,789;20,145
2024-07-14;19:44:00;20,393;20,698;20,068;20,229
2024-07-14;19:49:00;20,615;20,891;20,276;20,365
2024-07-14;19:54:00;19,736;20,237;19,758;20,253
2024-07-14;19:59:00;20,135;20,528;19,892;20,171
2024-07-14;20:04:00;20,528;20,858;20,201;20,329
2024-07-14;20:09:00;19,795;20,282;19,864;20,253
2024-07-14;20:14:00;20,221;20,498;20,024;20,195
2024-07-14;20:19:00;20,578;20,839;20,252;20,346
2024-07-14;20:24:00;20,171;20,582;20,068;20,371
2024-07-14;20:29:00;19,983;20,361;19,931;20,151
2024-07-14;20:34:00;20,497;20,912;20,178;20,286
2024-07-14;20:39:00;20,264;20,693;20,117;20,353
2024-07-14;20:44:00;19,876;20,315;19,846;20,147
2024-07-14;20:49:00;20,407;20,727;20,146;20,284
2024-07-14;20:54:00;20,288;20,692;20,116;20,359
2024-07-14;20:59:00;19,866;20,265;19,874;20,147
2024-07-14;21:04:00;20,41;20,654;20,125;20,248
2024-07-14;21:09:00;20,644;20,881;20,331;20,373
2024-07-14;21:14:00;19,925;20,306;19,879;20,291
2024-07-14;21:19:00;20,104;20,534;19,921;20,144
2024-07-14;21:24:00;20,561;20,833;20,23;20,31
2024-07-14;21:29:00;20,42;20,802;20,21;20,38
2024-07-14;21:34:00;19,769;20,242;19,74;20,172
2024-07-14;21:39:00;20,386;20,65;20,111;20,214
2024-07-14;21:44:00;20,501;20,712;20,247;20,367
2024-07-14;21:49:00;19,78;20,309;19,791;20,176
2024-07-14;21:54:00;20,355;20,766;20,068;20,214
2024-07-14;21:59:00;20,655;20,867;20,321;20,384
2024-07-14;22:04:00;19,92;20,412;19,914;20,352
2024-07-14;22:09:00;20,008;20,43;19,876;20,148
2024-07-14;22:14:00;20,509;20,774;20,194;20,321
2024-07-14;22:19:00;20,361;20,627;20,173;20,372
2024-07-14;22:24:00;19,74;20,263;19,772;20,158
2024-07-14;22:29:00;20,386;20,85;20,098;20,222
2024-07-14;22:34:00;20,665;20,918;20,311;20,369
2024-07-14;22:39:00;19,937;20,428;19,929;20,31
2024-07-14;22:44:00;20,096;20,468;19,971;20,155
2024-07-14;22:49:00;20,477;20,802;20,183;20,314
2024-07-14;22:54:00;19,868;20,217;19,962;20,189
2024-07-14;22:59:00;20,292;20,577;20,077;20,188
2024-07-14;23:04:00;20,629;20,924;20,294;20,348
2024-07-14;23:09:00;19,951;20,452;19,896;20,316
2024-07-14;23:14:00;20,038;20,415;19,872;20,15
2024-07-14;23:19:00;20,514;20,939;20,18;20,301
2024-07-14;23:24:00;20,016;20,417;19,979;20,313
2024-07-14;23:29:00;20,054;20,455;19,939;20,122
2024-07-14;23:34:00;20,534;20,786;20,216;20,283
2024-07-14;23:39:00;19,971;20,331;19,952;20,27
2024-07-14;23:44:00;20,034;20,361;19,89;20,128
2024-07-14;23:49:00;20,492;20,735;20,18;20,286
2024-07-14;23:54:00;20,648;20,787;20,325;20,37
2024-07-14;23:59:00;19,895;20,219;19,928;20,231
2024-07-15;00:04:00;20,301;20,631;20,121;20,194
2024-07-15;00:09:00;20,56;20,821;20,267;20,355
2024-07-15;00:14:00;19,758;20,215;19,806;20,237
2024-07-15;00:19:00;20,232;20,605;20,011;20,171
2024-07-15;00:24:00;20,587;20,814;20,252;20,328
2024-07-15;00:29:00;19,98;20,323;20,001;20,284
2024-07-15;00:34:00;20,1;20,574;19,968;20,138
2024-07-15;00:39:00;20,531;20,761;20,202;20,284
2024-07-15;00:44:00;20,027;20,438;19,942;20,304
2024-07-15;00:49:00;20,068;20,384;19,961;20,184
2024-07-15;00:54:00;20,527;20,686;20,21;20,302
2024-07-15;00:59:00;20,166;20,585;20,017;20,348
2024-07-15;01:04:00;19,872;20,317;19,782;20,131
2024-07-15;01:09:00;20,446;20,699;20,13;20,274
2024-07-15;01:14:00;20,324;20,811;20,129;20,368
2024-07-15;01:19:00;19,78;20,307;19,785;20,165
2024-07-15;01:24:00;20,368;20,807;20,062;20,228
2024-07-15;01:29:00;20,572;20,867;20,244;20,37
2024-07-15;01:34:00;19,684;20,245;19,723;20,229
2024-07-15;01:39:00;20,185;20,702;19,963;20,165
2024-07-15;01:44:00;20,596;20,795;20,257;20,327
2024-07-15;01:49:00;20,32;20,672;20,222;20,355
2024-07-15;01:54:00;20,033;20,347;20,049;20,172
2024-07-15;01:59:00;20,506;20,708;20,26;20,303
2024-07-15;02:04:00;20,231;20,652;20,091;20,344
2024-07-15;02:09:00;19,844;20,293;19,808;20,132
2024-07-15;02:14:00;20,444;20,676;20,125;20,241
2024-07-15;02:19:00;20,649;20,854;20,315;20,379
2024-07-15;02:24:00;19,784;20,32;19,816;20,277
2024-07-15;02:29:00;20,126;20,598;19,978;20,169
2024-07-15;02:34:00;20,536;20,94;20,21;20,317
2024-07-15;02:39:00;20,188;20,641;20,02;20,341
2024-07-15;02:44:00;19,862;20,332;19,804;20,13
2024-07-15;02:49:00;20,437;20,719;20,124;20,248
2024-07-15;02:54:00;20,469;20,757;20,208;20,37
2024-07-15;02:59:00;19,673;20,241;19,682;20,17
2024-07-15;03:04:00;20,277;20,634;19,988;20,189
2024-07-15;03:09:00;20,588;20,856;20,224;20,347
2024-07-15;03:14:00;19,83;20,342;19,83;20,263
2024-07-15;03:19:00;20,164;20,563;19,986;20,183
2024-07-15;03:24:00;20,365;20,635;20,132;20,31
2024-07-15;03:29:00;19,757;20,168;19,772;20,15
2024-07-15;03:34:00;20,328;20,672;20,088;20,226
2024-07-15;03:39:00;20,595;20,847;20,279;20,345
2024-07-15;03:44:00;20,112;20,491;20,023;20,306
2024-07-15;03:49:00;20,015;20,48;19,943;20,13
2024-07-15;03:54:00;20,498;20,738;20,253;20,29
2024-07-15;03:59:00;20,321;20,575;20,164;20,36
2024-07-15;04:04:00;19,803;20,193;19,781;20,15
2024-07-15;04:09:00;20,392;20,591;20,095;20,244
2024-07-15;04:14:00;20,381;20,681;20,167;20,359
2024-07-15;04:19:00;19,802;20,211;19,834;20,153
2024-07-15;04:24:00;20,352;20,71;20,1;20,201
2024-07-15;04:29:00;20,624;20,866;20,325;20,353
2024-07-15;04:34:00;20,15;20,569;20,04;20,415
2024-07-15;04:39:00;19,937;20,472;19,852;20,148
2024-07-15;04:44:00;20,458;20,835;20,152;20,271
2024-07-15;04:49:00;20,386;20,683;20,166;20,357
2024-07-15;04:54:00;19,822;20,199;19,811;20,151
2024-07-15;04:59:00;20,363;20,715;20,103;20,218
2024-07-15;05:04:00;20,566;20,919;20,258;20,369
2024-07-15;05:09:00;19,75;20,231;19,72;20,23
2024-07-15;05:14:00;20,158;20,717;19,912;20,163
2024-07-15;05:19:00;20,544;20,801;20,202;20,317
2024-07-15;05:24:00;20,106;20,472;19,981;20,314
2024-07-15;05:29:00;19,921;20,34;19,806;20,12
2024-07-15;05:34:00;20,424;20,762;20,086;20,223
2024-07-15;05:39:00;20,633;20,84;20,288;20,374
2024-07-15;05:44:00;19,902;20,372;19,867;20,319
2024-07-15;05:49:00;19,997;20,451;19,855;20,157
2024-07-15;05:54:00;20,497;20,703;20,193;20,318
2024-07-15;05:59:00;20,275;20,59;20,106;20,349
2024-07-15;06:04:00;19,779;20,242;19,761;20,14
2024-07-15;06:09:00;20,386;20,904;20,09;20,231
2024-07-15;06:14:00;20,63;20,866;20,291;20,369
2024-07-15;06:19:00;19,795;20,246;19,835;20,249
2024-07-15;06:24:00;20,14;20,62;19,936;20,146
2024-07-15;06:29:00;20,554;20,814;20,218;20,304
2024-07-15;06:34:00;20,147;20,626;20,049;20,334
2024-07-15;06:39:00;19,882;20,367;19,806;20,125
2024-07-15;06:44:00;20,428;20,692;20,138;20,236
2024-07-15;06:49:00;20,567;20,809;20,263;20,37
2024-07-15;06:54:00;19,882;20,236;19,993;20,221
2024-07-15;06:59:00;20,272;20,555;20,074;20,169
2024-07-15;07:04:00;20,578;20,822;20,292;20,32
2024-07-15;07:09:00;20,249;20,678;20,117;20,347
2024-07-15;07:14:00;19,89;20,331;19,863;20,133
2024-07-15;07:19:00;20,474;20,787;20,155;20,229
2024-07-15;07:24:00;20,081;20,403;19,985;20,28
2024-07-15;07:29:00;19,992;20,406;19,84;20,12
2024-07-15;07:34:00;20,448;20,813;20,123;20,225
2024-07-15;07:39:00;20,656;20,87;20,329;20,37
2024-07-15;07:44:00;19,994;20,339;19,968;20,305
2024-07-15;07:49:00;20,057;20,503;19,963;20,12
2024-07-15;07:54:00;20,507;20,758;20,197;20,281
2024-07-15;07:59:00;20,523;20,805;20,283;20,37
2024-07-15;08:04:00;19,814;20,216;19,811;20,172
2024-07-15;08:09:00;20,312;20,694;20,023;20,169
2024-07-15;08:14:00;20,604;20,86;20,255;20,318
2024-07-15;08:19:00;20,253;20,595;20,144;20,376
2024-07-15;08:24:00;19,85;20,317;19,815;20,135
2024-07-15;08:29:00;20,41;20,84;20,102;20,23
2024-07-15;08:34:00;20,507;20,909;20,219;20,37
2024-07-15;08:39:00;19,741;20,211;19,716;20,166
2024-07-15;08:44:00;20,257;20,784;19,976;20,185
2024-07-15;08:49:00;20,588;20,923;20,268;20,325
2024-07-15;08:54:00;19,933;20,422;19,934;20,291
2024-07-15;08:59:00;20,031;20,463;19,987;20,14
2024-07-15;09:04:00;20,511;20,764;20,227;20,288
2024-07-15;09:09:00;20,285;20,632;20,124;20,349
2024-07-15;09:14:00;19,844;20,275;19,754;20,138
2024-07-15;09:19:00;20,411;20,712;20,089;20,213
2024-07-15;09:24:00;20,643;20,906;20,307;20,364
2024-07-15;09:29:00;20,007;20,44;19,961;20,313
2024-07-15;09:34:00;20,119;20,581;19,955;20,182
2024-07-15;09:39:00;20,471;20,795;20,173;20,339
2024-07-15;09:44:00;19,789;20,302;19,752;20,178
2024-07-15;09:49:00;20,251;20,619;19,979;20,163
2024-07-15;09:54:00;20,58;20,948;20,23;20,327
2024-07-15;09:59:00;20,109;20,599;20,024;20,339
2024-07-15;10:04:00;19,942;20,399;19,862;20,135
